Dataseed	fbtype	exec_max_sample_rate	exec_ignore_low_sr_samples	use_training_form	exec_n_task_use_aug_n_ver_dataset_dir_preprocess	nbands	dataset_kwargs	use_full_mfcc	test_operators	ontology	T(entropy,2,0.01,0.4)train_accuracy	T(entropy,2,0.01,0.4)K	T(entropy,2,0.01,0.4)accuracy	T(entropy,2,0.01,0.4)macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_sensitivity	T(entropy,2,0.01,0.4)safe_macro_specificity	T(entropy,2,0.01,0.4)safe_macro_PPV	T(entropy,2,0.01,0.4)safe_macro_NPV	T(entropy,2,0.01,0.4)safe_macro_F1	T(entropy,2,0.01,0.4)n_nodes	T(entropy,2,0.01,0.4)t	T(entropy,2,0.01,0.4)hash	T(entropy,2,0.01,0.5)train_accuracy	T(entropy,2,0.01,0.5)K	T(entropy,2,0.01,0.5)accuracy	T(entropy,2,0.01,0.5)macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_sensitivity	T(entropy,2,0.01,0.5)safe_macro_specificity	T(entropy,2,0.01,0.5)safe_macro_PPV	T(entropy,2,0.01,0.5)safe_macro_NPV	T(entropy,2,0.01,0.5)safe_macro_F1	T(entropy,2,0.01,0.5)n_nodes	T(entropy,2,0.01,0.5)t	T(entropy,2,0.01,0.5)hash	T(entropy,2,0.01,0.6)train_accuracy	T(entropy,2,0.01,0.6)K	T(entropy,2,0.01,0.6)accuracy	T(entropy,2,0.01,0.6)macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_sensitivity	T(entropy,2,0.01,0.6)safe_macro_specificity	T(entropy,2,0.01,0.6)safe_macro_PPV	T(entropy,2,0.01,0.6)safe_macro_NPV	T(entropy,2,0.01,0.6)safe_macro_F1	T(entropy,2,0.01,0.6)n_nodes	T(entropy,2,0.01,0.6)t	T(entropy,2,0.01,0.6)hash	T(entropy,4,0.01,0.4)train_accuracy	T(entropy,4,0.01,0.4)K	T(entropy,4,0.01,0.4)accuracy	T(entropy,4,0.01,0.4)macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_sensitivity	T(entropy,4,0.01,0.4)safe_macro_specificity	T(entropy,4,0.01,0.4)safe_macro_PPV	T(entropy,4,0.01,0.4)safe_macro_NPV	T(entropy,4,0.01,0.4)safe_macro_F1	T(entropy,4,0.01,0.4)n_nodes	T(entropy,4,0.01,0.4)t	T(entropy,4,0.01,0.4)hash	T(entropy,4,0.01,0.5)train_accuracy	T(entropy,4,0.01,0.5)K	T(entropy,4,0.01,0.5)accuracy	T(entropy,4,0.01,0.5)macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_sensitivity	T(entropy,4,0.01,0.5)safe_macro_specificity	T(entropy,4,0.01,0.5)safe_macro_PPV	T(entropy,4,0.01,0.5)safe_macro_NPV	T(entropy,4,0.01,0.5)safe_macro_F1	T(entropy,4,0.01,0.5)n_nodes	T(entropy,4,0.01,0.5)t	T(entropy,4,0.01,0.5)hash	T(entropy,4,0.01,0.6)train_accuracy	T(entropy,4,0.01,0.6)K	T(entropy,4,0.01,0.6)accuracy	T(entropy,4,0.01,0.6)macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_sensitivity	T(entropy,4,0.01,0.6)safe_macro_specificity	T(entropy,4,0.01,0.6)safe_macro_PPV	T(entropy,4,0.01,0.6)safe_macro_NPV	T(entropy,4,0.01,0.6)safe_macro_F1	T(entropy,4,0.01,0.6)n_nodes	T(entropy,4,0.01,0.6)t	T(entropy,4,0.01,0.6)hash	RF(0.7,50,half,all)train_accuracy	RF(0.7,50,half,all)K	RF(0.7,50,half,all)accuracy	RF(0.7,50,half,all)macro_sensitivity	RF(0.7,50,half,all)safe_macro_sensitivity	RF(0.7,50,half,all)safe_macro_specificity	RF(0.7,50,half,all)safe_macro_PPV	RF(0.7,50,half,all)safe_macro_NPV	RF(0.7,50,half,all)safe_macro_F1	RF(0.7,50,half,all)oob_error	RF(0.7,50,half,all)n_nodes	RF(0.7,50,half,all)σ² train_accuracy	RF(0.7,50,half,all)σ² K	RF(0.7,50,half,all)σ² accuracy	RF(0.7,50,half,all)σ² macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_sensitivity	RF(0.7,50,half,all)σ² safe_macro_specificity	RF(0.7,50,half,all)σ² safe_macro_PPV	RF(0.7,50,half,all)σ² safe_macro_NPV	RF(0.7,50,half,all)σ² safe_macro_F1	RF(0.7,50,half,all)σ² oob_error	RF(0.7,50,half,all)σ² n_nodes	RF(0.7,50,half,all)t	RF(0.7,50,half,all)hash	
10	fcmel	8000	false	stump_with_memoization	(3,true,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	96.95	42.86	71.43	71.43	76.19	66.67	69.57	73.68	72.73	15	2.674	f55e12ee6e8fabc2a82abda4838c5cabbd0d63a428be310f509eb550f79b8f61	85.98	38.1	69.05	69.05	80.95	57.14	65.38	75.0	72.34	7	1.448	2f49c5f3ce8bacc75f9bc60a128a631f4836c6dc68069802f3431588008ac829	85.98	38.1	69.05	69.05	80.95	57.14	65.38	75.0	72.34	7	1.435	2f49c5f3ce8bacc75f9bc60a128a631f4836c6dc68069802f3431588008ac829	96.95	42.86	71.43	71.43	76.19	66.67	69.57	73.68	72.73	15	2.633	f55e12ee6e8fabc2a82abda4838c5cabbd0d63a428be310f509eb550f79b8f61	85.98	38.1	69.05	69.05	80.95	57.14	65.38	75.0	72.34	7	1.474	2f49c5f3ce8bacc75f9bc60a128a631f4836c6dc68069802f3431588008ac829	85.98	38.1	69.05	69.05	80.95	57.14	65.38	75.0	72.34	7	1.322	2f49c5f3ce8bacc75f9bc60a128a631f4836c6dc68069802f3431588008ac829	99.76	66.67	83.33	83.33	72.38	94.29	92.72	77.35	81.28	9.51	98280.0	0.0	0.11	0.03	0.03	0.05	0.05	0.06	0.02	0.04	0.01	21120.0	40.555	("05e31922588b19f824de44b4581e7a5e018b966fdf9da7917012ece0e361d5d7", "af6602d231436c02c8b9c1f5363d8f83cbec8785d0f30a24ee14e7d717976c3e", "77de6e90e0ed29b64e24f91f98a66aa05489e6869574ce3a9e3f9b01e4f0efd9", "26fef46e65638edf0e290c6a048016d645131afae14af08c91feae348a9304eb", "eae9f6cc0c40850718dd8633f47d2ea8ee4a03a0b75bb8c7eaa6ca870d635a37")	
1	fcmel	8000	false	stump_with_memoization	(3,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	91.56	55.74	77.87	77.87	78.69	77.05	77.42	78.33	78.05	25	136.356	37ab0b9942e87c36262301cb51a5c590ccbc6b627bd5eecceb06a67fa0b786e3	90.74	52.46	76.23	76.23	78.69	73.77	75.0	77.59	76.8	21	14.798	db274df8c2971f743e829a96a67ed11a970b646394305501160a7dc91c5b2e52	78.81	40.98	70.49	70.49	80.33	60.66	67.12	75.51	73.13	5	2.25	48eb63629c6ca60577598ca07aba5d9dca8c5da69350649032e29c087c485579	91.15	55.74	77.87	77.87	78.69	77.05	77.42	78.33	78.05	27	14.976	44b56c652374ced37991745ad43f8c80e21559b4762ee4b6d38d5565b9b207f1	91.15	55.74	77.87	77.87	78.69	77.05	77.42	78.33	78.05	25	15.01	c8b9325bbebde69e9047fb8ca438525a722686f61e82c8b154c37b251acd2daa	78.81	40.98	70.49	70.49	80.33	60.66	67.12	75.51	73.13	5	2.259	48eb63629c6ca60577598ca07aba5d9dca8c5da69350649032e29c087c485579	99.92	64.59	82.3	82.3	82.62	81.97	82.11	82.54	82.35	12.14	236080.0	0.0	0.13	0.03	0.03	0.06	0.05	0.04	0.05	0.03	0.01	239720.0	2032.11	("0978b0ff56c0f37809389b978dde77ffba094fa75605c385c89c701ae8fb0187", "86171717afeab0c3754959088ed09ff021537c314f8ded8d6acdceb980ec72fe", "c3423e7651a2994a9e74158ee967acb326c423f54d9b03d529a6af15121f4a80", "c19573d8c6dc30c4b862defc0a48ed41b94ea0e608394da72b2e14572a331390", "49f3fa3d1464471333ae2e0ea6cd3f948b107f33ed2fe221238bd869ed528321")	
2	fcmel	8000	false	stump_with_memoization	(3,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	94.03	67.21	83.61	83.61	83.61	83.61	83.61	83.61	83.61	37	71.67	cc930c2491d0b9a800732a5143c1f5ee5fff5a489319cbaf697a4a8a6ab46b9f	92.8	65.57	82.79	82.79	80.33	85.25	84.48	81.25	82.35	31	18.125	fa073f4ca489ed51e8b34f1ecf8160c6da220b6141da3d9fa60837e3b3f16a30	87.45	59.02	79.51	79.51	75.41	83.61	82.14	77.27	78.63	17	17.409	fe05225e74714c036384781c064d4f5bc37cef1dd6590b9b12b272c40e0d3464	92.59	62.3	81.15	81.15	83.61	78.69	79.69	82.76	81.6	37	18.101	b77e082ed93a7347727bf406a841f2269afe0f290e8b6c10b8a3335e450e7de4	92.59	65.57	82.79	82.79	80.33	85.25	84.48	81.25	82.35	31	18.062	58e6025995aee3e15de59832f4c4e5438ed7c36be7997a25d6b40d7cfa0bf787	87.45	59.02	79.51	79.51	75.41	83.61	82.14	77.27	78.63	17	17.45	fe05225e74714c036384781c064d4f5bc37cef1dd6590b9b12b272c40e0d3464	99.84	77.38	88.69	88.69	89.84	87.54	87.85	89.68	88.8	13.0	240720.0	0.0	0.06	0.01	0.01	0.09	0.03	0.02	0.07	0.02	0.01	53720.0	1831.22	("990eb7f84561d40407b7580780cedd1cd1d7e5bd15f6ae24d104e23aa84d39ab", "2628180839cba1d69492e017201cbc3001ec80aed3517c3b6296ebba27bf6cb0", "8e784c77cf885eb5ee377b37484516f20acc8f8e2f65f7f27f05c6481e45a8cc", "580f569a0cef5a4022e2724554335c092736d647885d2be336cd55228a399765", "0c83fb28cd341fbeba4d4e1c66c20ff4a16cecab3ebb27de8ad0b9fb291e49a3")	
3	fcmel	8000	false	stump_with_memoization	(3,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	96.5	77.05	88.52	88.52	86.89	90.16	89.83	87.3	88.33	55	35.718	5ab565785c2c570b67c7ee90e92699d376283531227842a13d4817e317f9be5c	91.56	81.97	90.98	90.98	93.44	88.52	89.06	93.1	91.2	37	16.8	fbf85b52b6b8f10517b9ac082dba54743889facbc8f0e5085a6e781226c581ec	80.66	54.1	77.05	77.05	90.16	63.93	71.43	86.67	79.71	13	3.533	206d453299e26e2a766234999003a2b6438b453673fb55d1b6b22af1d8dc0202	95.68	80.33	90.16	90.16	90.16	90.16	90.16	90.16	90.16	49	19.828	aa000290635589c58cea62f199ef0062feb79c79ade26bc76c4fa36d9f5d2504	91.36	81.97	90.98	90.98	93.44	88.52	89.06	93.1	91.2	35	16.576	8127df6424aeb5573ba54ccf40dd59554f3e631f2fe97bf06dcf5b115765174d	80.66	54.1	77.05	77.05	90.16	63.93	71.43	86.67	79.71	13	3.509	206d453299e26e2a766234999003a2b6438b453673fb55d1b6b22af1d8dc0202	99.92	85.57	92.79	92.79	91.8	93.77	93.66	92.0	92.71	13.96	259080.0	0.0	0.06	0.01	0.01	0.05	0.02	0.02	0.04	0.02	0.03	73120.0	1956.426	("b04f3e482e6e4896be349ba2919e2ac205a4bad5438da88a20cb91e163445d32", "4e34ddc9dd6dea819432d61351de242ca24b4423147e3fd06507db2a0b4e5ce5", "021e29a3e3e64dcbbf8fd76c880cf9af22ca214c1507417b8b9e87d3b5ac3ac7", "8d9f4f5f0bbe81313dc92c986c30bcea3793d75b7f89263ed04472ebd4eabf34", "9e46c40fee986fafa9c633ba06072971a334935384db0230ca850ee168a40c14")	
4	fcmel	8000	false	stump_with_memoization	(3,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	93.0	52.46	76.23	76.23	72.13	80.33	78.57	74.24	75.21	29	46.482	2145edea4be5217ab11c9006c0183d0f3dc142d5206d00dbef9f5004e6506c35	90.33	52.46	76.23	76.23	72.13	80.33	78.57	74.24	75.21	21	16.927	f94268b29049bb3fa9bf55f87f649501371cbd2c759d2ffd236620ac379479f5	78.6	44.26	72.13	72.13	80.33	63.93	69.01	76.47	74.24	5	2.246	602d44544fd1fa290601f8af7d1fc656d9e8b690d7437932c583eda9edb92dff	92.59	50.82	75.41	75.41	72.13	78.69	77.19	73.85	74.58	29	16.944	cfd01663e92207ed83eb478be66c93c91a084d562adbcef0803f0e3ecdcce1e0	90.33	52.46	76.23	76.23	72.13	80.33	78.57	74.24	75.21	21	16.767	f94268b29049bb3fa9bf55f87f649501371cbd2c759d2ffd236620ac379479f5	78.6	44.26	72.13	72.13	80.33	63.93	69.01	76.47	74.24	5	2.234	602d44544fd1fa290601f8af7d1fc656d9e8b690d7437932c583eda9edb92dff	99.67	60.98	80.49	80.49	76.72	84.26	83.0	78.37	79.72	12.68	238880.0	0.0	0.06	0.01	0.01	0.03	0.03	0.03	0.02	0.02	0.02	44320.0	1797.475	("d44a71b82bd10186b2d3fde68c8d260401cfb1839f0292886fdda949f2d7fd54", "52895ae6aeae35d617334979380b46a5a6bea569dfa07c1c050cdd4ebdef21a1", "a8c814123b97f3c36f770882c9cd132f68ea01b72e6faaa226b6b81b7a3534bf", "ddbe7c394a94a365e4d42e591eb521430760a6613a971c3dfe8f4837f4f14d51", "e6b1ad6932f4520132b8c3721044229fd89e25230f332b6a82b8e03ae0fd328a")	
5	fcmel	8000	false	stump_with_memoization	(3,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	90.95	49.18	74.59	74.59	81.97	67.21	71.43	78.85	76.34	27	25.737	07d158dd37abbcd4ba66c73c122b192568282b3e66adec3fd50232fbadfefa63	88.68	47.54	73.77	73.77	77.05	70.49	72.31	75.44	74.6	21	17.808	46047cef06a560033c4015d464dda9a86a130987187a03ef1ca25daaab5cc867	88.68	47.54	73.77	73.77	77.05	70.49	72.31	75.44	74.6	21	17.855	46047cef06a560033c4015d464dda9a86a130987187a03ef1ca25daaab5cc867	90.74	47.54	73.77	73.77	80.33	67.21	71.01	77.36	75.38	27	17.794	486136d37c2874c527d482666efdb649bc5e946c8a3defee8527011354ff2477	88.68	47.54	73.77	73.77	77.05	70.49	72.31	75.44	74.6	21	17.629	46047cef06a560033c4015d464dda9a86a130987187a03ef1ca25daaab5cc867	88.68	47.54	73.77	73.77	77.05	70.49	72.31	75.44	74.6	21	17.667	46047cef06a560033c4015d464dda9a86a130987187a03ef1ca25daaab5cc867	99.88	70.82	85.41	85.41	87.54	83.28	83.96	87.01	85.71	11.65	245480.0	0.0	0.05	0.01	0.01	0.03	0.01	0.0	0.03	0.01	0.0	78520.0	1862.437	("fc77227ef30d0018f16222cbc02d69f8b8503dd98e332f5bd35e84d636c1dd04", "c34b6ff0d9ccb7b351b9cf9977b519f5c9802aae44b704948634cb3fb6fbd5c8", "e553204911dcee307e5139c119e1c046867a39249d928241bcbd5320cdac5016", "f84e602db2525cbbde7e68079c57f6cbc32290b4078b1c56fddd06ed6b49c66d", "e0ac6c533bb6c8dc570125c2eb1709f97a3b1e2d9344294dd468464c17ac2179")	
6	fcmel	8000	false	stump_with_memoization	(3,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	93.21	59.02	79.51	79.51	80.33	78.69	79.03	80.0	79.67	35	30.627	7bf4e861c680691e18a088a3ae995507ff919c2d469165ffa3afc84fd19908b3	90.74	59.02	79.51	79.51	85.25	73.77	76.47	83.33	80.62	27	20.652	84ddc1080c72f313597f9667c995d2a3af95feb5bc81dafefadbca1f49287303	87.86	55.74	77.87	77.87	78.69	77.05	77.42	78.33	78.05	19	20.139	dba5e0ae2131f396442216899f114cf68a42c14cce836fc046a6af8c492b16bb	92.39	63.93	81.97	81.97	85.25	78.69	80.0	84.21	82.54	33	24.426	3f3022f418f85c441f9dd04077cb177cbd9795ec6ad49a129934e2cc43a6110b	90.33	60.66	80.33	80.33	86.89	73.77	76.81	84.91	81.54	27	20.608	5b8ee3ebdc094b4e8a5659c5e3003289ad8057b012ac8b6f851977175e3d029d	87.86	55.74	77.87	77.87	78.69	77.05	77.42	78.33	78.05	19	20.169	dba5e0ae2131f396442216899f114cf68a42c14cce836fc046a6af8c492b16bb	99.75	74.1	87.05	87.05	87.54	86.56	86.68	87.43	87.11	13.76	245400.0	0.0	0.05	0.01	0.01	0.02	0.01	0.01	0.02	0.01	0.01	42000.0	2048.547	("50fcb0ff34c6ae4218d9a7bf8374a625e4c8a244b641c1c5cfff49b0f100e18f", "4869073187417aa6287519ea2a8ac8e76ec2137cfcf9d006daa83341b610c245", "b4527c374354accc67086760b803c71762e1bd5adfde62c39c7f2402b2df2be8", "01e6c1aa8bc5af18ce88989439d7fd057d391ba9088576a034de1eab4312903b", "0903c5e5b1eb7813f587675b08c142d3602a0691345293be0bebcf04f15108b0")	
7	fcmel	8000	false	stump_with_memoization	(3,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	93.83	54.1	77.05	77.05	85.25	68.85	73.24	82.35	78.79	41	22.627	6d201dbbfecd742c73c7ee67cfb700a30702ba8042c5bcccbd4f695aee274f64	89.92	55.74	77.87	77.87	81.97	73.77	75.76	80.36	78.74	25	16.101	859a89ae09f24962943f38271befff1b224281307b9fb3c4221d8ce51ffb4cd3	79.22	40.98	70.49	70.49	86.89	54.1	65.43	80.49	74.65	5	2.191	7e82cf80716133079005666d821337180a53cd0a2d1a0fcc907bd0c6f8005b63	93.42	57.38	78.69	78.69	85.25	72.13	75.36	83.02	80.0	35	18.998	d7cb3e06bb1c2bb1de1e991aba9065adb7a65816fc0313bcd6c104987eae2eef	89.92	59.02	79.51	79.51	81.97	77.05	78.12	81.03	80.0	23	15.949	4d29dbb43fefc438ca39b8419c5e8d53492c40a3d9627de8bd9de51dfa832b31	79.22	40.98	70.49	70.49	86.89	54.1	65.43	80.49	74.65	5	2.189	7e82cf80716133079005666d821337180a53cd0a2d1a0fcc907bd0c6f8005b63	99.63	69.51	84.75	84.75	87.87	81.64	82.75	87.08	85.22	14.29	237840.0	0.0	0.12	0.03	0.03	0.03	0.07	0.04	0.03	0.02	0.02	78880.0	1872.375	("e9c8fb7c6982bb362ff0e488bbf27870ceaf3af77c285c7aa182a5558dbcacc3", "38c05027b5321cfbc600a8cd5cfe3472654ba8cc6be518644d648b7afeb48d6d", "8a75bb3c50338364261de07fd0fa3b0f2aee2ba62b7376234155cb9a7fedd7b6", "5a35736941bb7f1a4af0366c23974d0a5a5f5dedf3084e25dacc46ccabc875b2", "1921f48b813b1db023c2437e56b6b876bb13ff7ca48a3e4cdf77246056de491c")	
8	fcmel	8000	false	stump_with_memoization	(3,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	95.88	50.82	75.41	75.41	75.41	75.41	75.41	75.41	75.41	43	44.071	374d0204cb37f631003f1e2924a68888d8a6b8d0ef342ef5da8ae0ad13d34b33	88.07	49.18	74.59	74.59	81.97	67.21	71.43	78.85	76.34	21	20.917	6a8d0718c1010d1f8f11debb30c76cfa152d9eaa0d009563abf2bfecb37fa4e8	84.36	42.62	71.31	71.31	78.69	63.93	68.57	75.0	73.28	15	15.253	d81c9de17b0d6600a34ba705c14522c8cc2d7bb12ae72087c5a2332b91dc061f	95.27	54.1	77.05	77.05	78.69	75.41	76.19	77.97	77.42	43	39.092	e6924818a5f557d119a6e72a918a6899cb4f07782db4e1e7b11921d77a535251	88.07	49.18	74.59	74.59	81.97	67.21	71.43	78.85	76.34	21	21.083	6a8d0718c1010d1f8f11debb30c76cfa152d9eaa0d009563abf2bfecb37fa4e8	84.36	42.62	71.31	71.31	78.69	63.93	68.57	75.0	73.28	15	15.336	d81c9de17b0d6600a34ba705c14522c8cc2d7bb12ae72087c5a2332b91dc061f	99.59	62.62	81.31	81.31	81.97	80.66	80.96	81.83	81.41	13.7	242280.0	0.0	0.1	0.02	0.02	0.13	0.07	0.04	0.08	0.03	0.01	57120.0	1792.678	("5c8ca4e9da69cc88bea32c0e91f74e47b7d6b9e8c58881b66d7e77f71f1e5ed5", "299b76880e9d34f5ee7b61efad0365d5371ce2246c9d07209a7acdf08b2d80f0", "9aa01017ba6c26e40c89190bb24bf4d676d5da19ee499a2921f7875acbca1e37", "46063a041f6defeb8b2f4d885626055fbb7ae758cc4ae19ff5b03fe4f3931beb", "f058f44bb732274ef8b54cc1318a0b1d7f247b09b31c3a5faa932a4cf41750ba")	
9	fcmel	8000	false	stump_with_memoization	(3,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	99.59	65.57	82.79	82.79	81.97	83.61	83.33	82.26	82.64	69	28.297	2184ac7d13bccf90bddc8fbe1b11930583921cae2ccc0c78a8c33b6519058d45	87.65	63.93	81.97	81.97	77.05	86.89	85.45	79.1	81.03	21	12.799	217b92783c5a5e2c5c3e1dac6e2956ac50343bcd806bec97edd4c788df26937d	81.28	54.1	77.05	77.05	83.61	70.49	73.91	81.13	78.46	11	3.102	fb6ebb7384f192645c3fe4ea4dbc2d1530a1c0e9e07c1b41ce5c5b25252c05aa	98.35	65.57	82.79	82.79	81.97	83.61	83.33	82.26	82.64	61	24.453	c5ce0dd28ad0567e4e3d5836049ddaf3b9f41f215af60d3a468e06c04f55cbd3	87.65	63.93	81.97	81.97	77.05	86.89	85.45	79.1	81.03	19	12.815	ca4ad95ca0258c1f59df8cc26ff6145810747296c320134e69a392ff44a10907	81.28	54.1	77.05	77.05	83.61	70.49	73.91	81.13	78.46	11	3.057	fb6ebb7384f192645c3fe4ea4dbc2d1530a1c0e9e07c1b41ce5c5b25252c05aa	99.67	72.79	86.39	86.39	87.21	85.57	85.82	87.01	86.51	11.9	244880.0	0.0	0.17	0.04	0.04	0.05	0.06	0.05	0.04	0.04	0.01	52720.0	1801.239	("552eb86545f20f9cf36694dc3197c51184061599513e5291f7863a0ddd77b85d", "8ba600144b87b85e5a9a2b12c62ea5f2e2263cc63202c09da0f9e8f08300f015", "1f20798d9e74969a42f5f7ae0899f98152ad3a15ec879d088b383e551a0ef389", "726ebb562ff3a80e2924d5229156b60e5adf63797f0a61b5a77efc291d7b6c38", "bab872b7597baa06e6f9c97f0b888fda5b145a09b92342bd8ad61acd770f7ee3")	
10	fcmel	8000	false	stump_with_memoization	(3,true,"b","KDD-norm-partitioned",["Normalize","RemSilence"])	30	(50,45,30)	false	TestOp_80	IA	95.27	68.85	84.43	84.43	85.25	83.61	83.87	85.0	84.55	39	25.682	20a292c05458e492dd790c5d11c93a1479c176a9569278f9f5a9ce3f57b7ca72	91.36	62.3	81.15	81.15	86.89	75.41	77.94	85.19	82.17	27	18.007	07488e4115bd32b31353d4549c800ab8f96b60590e302892db20ed5459184e08	87.04	63.93	81.97	81.97	88.52	75.41	78.26	86.79	83.08	17	17.632	a30a0f1c7036a31e5dbe59d9cbeef000868d56f6e1da69c8a2062575ccb2f366	94.65	65.57	82.79	82.79	85.25	80.33	81.25	84.48	83.2	37	21.806	d1c1fea0b25d1b395f96b8d67e09444e3dbeee32009474df8c972f0f8928f801	91.15	62.3	81.15	81.15	86.89	75.41	77.94	85.19	82.17	27	18.089	af07b4bd15cc24be10516092fba1f826b541511756b4d9feea82628b5ea28ae7	87.04	63.93	81.97	81.97	88.52	75.41	78.26	86.79	83.08	17	17.49	a30a0f1c7036a31e5dbe59d9cbeef000868d56f6e1da69c8a2062575ccb2f366	99.63	71.8	85.9	85.9	88.52	83.28	84.18	87.92	86.27	13.51	244280.0	0.0	0.05	0.01	0.01	0.03	0.09	0.05	0.02	0.01	0.0	64120.0	1832.537	("de29168bd2fc1d70bc5c0512e2215d6976ba3229879e87672fd5df6df76dc32b", "40acbe10a5ce724c9be71d45c1a08ade9044ce66442bc84a6705bfc68029fa34", "f84c55aea9bba127024926edd581deb9d2bdb5af41f197e7834a8ebf5558ef0d", "dcb825f25d62e544eb344ad59a571983b69c603a5fc481acb538383890a654a3", "4f97ca076e8bef36e67359f1f0b94f3b4e0d8f49478cfe4d29590e37a8aa9dc4")	
1	fcmel	8000	false	stump_with_memoization	(1,false,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	97.22	66.67	83.33	83.33	88.89	77.78	80.0	87.5	84.21	19	0.622	3cd9223d78537d8445c0209393534479767db4c0391b89ae9bd96eae5bb3140e	94.44	55.56	77.78	77.78	88.89	66.67	72.73	85.71	80.0	13	0.483	ea50e44836d7db24947f0a914903eb957cb004178a7f8032e731bfc56477d638	86.11	44.44	72.22	72.22	66.67	77.78	75.0	70.0	70.59	7	0.272	29a8cc98d3044ac03834d67e3bf76f8a358daffa6d7f864d5a7ea56f4ce0a427	91.67	66.67	83.33	83.33	88.89	77.78	80.0	87.5	84.21	13	0.447	3cc9bc56629acf80e078e159bfbdd0c62e33bd6ee220d987f740e2fff609ae23	91.67	66.67	83.33	83.33	88.89	77.78	80.0	87.5	84.21	11	0.44	5e4f72b49e01a114d00b733f892297825f61a4895abb8de19083bf08e165f433	86.11	44.44	72.22	72.22	66.67	77.78	75.0	70.0	70.59	7	0.272	29a8cc98d3044ac03834d67e3bf76f8a358daffa6d7f864d5a7ea56f4ce0a427	99.72	53.33	76.67	76.67	86.67	66.67	72.53	83.65	78.79	33.99	66760.0	0.0	0.25	0.06	0.06	0.25	0.62	0.16	0.12	0.03	0.09	33080.0	8.489	("aa0bafa660d0ff3ac9490f2e618291aeec4f345956dca121d7b1d58a71811675", "20b565c8b01b2a567a78932f5a29c32f301e2221a8df7706fc9add3246befe39", "dcdce5fbe5ea6c7417939c7cd35dd6ba2a0c040ce92138ba2300302677664099", "fcdba8703ba467649e30469d0a3b7543ae2b747435a4f69c495f345d74acbb4e", "49c7c61fb0ab2522f7bc0f7d412c36d87283a7c859f477c0d1c6d2f22a7381e8")	
2	fcmel	8000	false	stump_with_memoization	(1,false,"c","KDD-norm-partitioned",["NG","Normalize","RemSilence"])	30	(50,100,75)	false	TestOp_80	IA	98.61	11.11	55.56	55.56	66.67	44.44	54.55	57.14	60.0	21	0.519	2886444e23af811025263063fde49eb1efc8142e6226b24fbcb1dc7a6db6c2b4	98.61	11.11	55.56	55.56	66.67	44.44	54.55	57.14	60.0	19	0.515	6534dbcc7410b2e6a38929628de877407f3f36ccc94ae18557da45f74b3d76c1	75.0	55.56	77.78	77.78	88.89	66.67	72.73	85.71	80.0	3	0.033	7b3334767c49dd0ce1c439be16c99df07ba5f1bbb84f5658cf1b1a87bcee7b4f	94.44	33.33	66.67	66.67	66.67	66.67	66.67	66.67	66.67	17	0.424	0dab9fee296738212162006b4682204ff82eea14fc6351bb209224284a2a2ff9	94.44	33.33	66.67	66.67	66.67	66.67	66.67	66.67	66.67	17	0.515	0dab9fee296738212162006b4682204ff82eea14fc6351bb209224284a2a2ff9	75.0	55.56	77.78	77.78	88.89	66.67	72.73	85.71	80.0	3	0.033	7b3334767c49dd0ce1c439be16c99df07ba5f1bbb84f5658cf1b1a87bcee7b4f	99.44	60.0	80.0	80.0	86.67	73.33	77.14	84.93	81.31	30.92	65800.0	0.01	0.37	0.09	0.09	0.25	0.99	0.43	0.08	0.04	0.03	11200.0	6.511	("4ae81f3eed0d9a408c02505ac9d610f846dc156d8e99b46fca5cb00217cf5a6f", "f70b63ed4af3f4f5bcb282b034cce242ceac523bb2d9ca5c8e113ab27ab5b909", "5150da8d251ae952e04aeef6f3532ef57d6d151cb267cbf487b4ef30ccaa68a4", "c9cc5c244085511f461e34144947957f5330a3d014351e3ccc23751fc95a649b", "12fdec070aab3c306cf753b7ce73bbbba572740e4e6836eb653506c34a0a8540")	
