Dataseed	Params-combination	T(entropy,2,0.01,0.4)	T(entropy,2,0.01,0.5)	T(entropy,2,0.01,0.6)	T(entropy,4,0.01,0.4)	T(entropy,4,0.01,0.5)	T(entropy,4,0.01,0.6)	RF(0.7,50,half,all)	RF(0.7,50,half,all)σ²	RF(0.7,50,half,all)t	
1	8000,stump_with_memoization,(2,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(95.35, 72.73, 86.36, 86.36, 72.73, 100.0, 100.0, 78.57, 84.21, 11, 104.159, a7440f120f6a124a14eea97e0680eca5e8a2bf363dc2478c249910fe97052ae6)	(95.35, 90.91, 95.45, 95.45, 90.91, 100.0, 100.0, 91.67, 95.24, 9, 10.446, c4331637028863787cf7bfc2d4b3c5c40605dbad59c63b00e223b96491b3cc9c)	(90.7, 54.55, 77.27, 77.27, 54.55, 100.0, 100.0, 68.75, 70.59, 7, 8.312, 4fca4b1f07386222f01b615450cca00cbddbb358f91923990413e53b7684749d)	(95.35, 90.91, 95.45, 95.45, 90.91, 100.0, 100.0, 91.67, 95.24, 9, 10.397, c4331637028863787cf7bfc2d4b3c5c40605dbad59c63b00e223b96491b3cc9c)	(95.35, 90.91, 95.45, 95.45, 90.91, 100.0, 100.0, 91.67, 95.24, 9, 10.381, c4331637028863787cf7bfc2d4b3c5c40605dbad59c63b00e223b96491b3cc9c)	(90.7, 54.55, 77.27, 77.27, 54.55, 100.0, 100.0, 68.75, 70.59, 7, 8.327, 4fca4b1f07386222f01b615450cca00cbddbb358f91923990413e53b7684749d)	(98.84, 65.45, 82.73, 82.73, 76.36, 89.09, 87.46, 79.52, 81.3, 16.51, 52960.0)	(0.01, 1.4, 0.35, 0.35, 1.07, 0.17, 0.19, 0.59, 0.49, 0.02, 66880.0)	(438.736, ("ecc32e94d587a9d0988a933151e2140ecc78d73bd54f4812928e25ba804a6eff", "c9c5653edd85db078b566290f3d2b889dd3150faef01e257d37ef48e45cc2bec", "c140023123d1635447f0b6ed74563e06dc52f83ffa660b8857a779ef52500db4", "dab905f790d97d5bf5b6a9c742467ee52c27273f2e3dbb71867ef7a9bacaef8c", "92fafc0e7b66cc7237e594a43838b2f523f7c2e360e9f751fd2c2b23d95aa0f5"))	
2	8000,stump_with_memoization,(2,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(94.19, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 7, 70.062, 61b335cc23efb564efce41f63c0bf5d0ecaec9f949c7fc571a67fea2d41cc6af)	(90.7, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 5, 6.67, 65240227cfba0b09406bcce018e5ba47b07f2a28f99cf1e75f2d8ee608fbb0e2)	(90.7, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 5, 6.639, 65240227cfba0b09406bcce018e5ba47b07f2a28f99cf1e75f2d8ee608fbb0e2)	(96.51, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 9, 10.591, 14dda4b800d4f90f0598ba246b1cb8051beb67435228f41ead821119357849bc)	(90.7, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 5, 6.671, 65240227cfba0b09406bcce018e5ba47b07f2a28f99cf1e75f2d8ee608fbb0e2)	(90.7, 81.82, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 90.91, 5, 6.626, 65240227cfba0b09406bcce018e5ba47b07f2a28f99cf1e75f2d8ee608fbb0e2)	(98.84, 67.27, 83.64, 83.64, 76.36, 90.91, 89.33, 79.49, 82.29, 15.85, 55480.0)	(0.01, 0.25, 0.06, 0.06, 0.25, 0.0, 0.0, 0.12, 0.1, 0.01, 28520.0)	(404.997, ("68980ac2754b532036ea6ffd68feab147f364d5622042407abd61d61624bb215", "2c7fed23f434c90096b85cd3fe019ee8c974a6b293246a4e9e83c43221a26e11", "48a42d1c483f06ac87c7924b7fae1d68fd1996a3f5941715578a0a7d08acff88", "c8ae45bd71720ac7bd3f3794c4455e30a62bf7958edd57db160974f2847b4f96", "c875de1da4c911f818b3a4596658d4bcdc88d82f151fd773248c3163bb02e049"))	
3	8000,stump_with_memoization,(2,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(91.86, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 7, 18.876, 069b37708f2f7ffcbcdfe6a8adb0b2d4db2200c19a383e9b7d91268db1a84d5f)	(91.86, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 7, 5.485, 069b37708f2f7ffcbcdfe6a8adb0b2d4db2200c19a383e9b7d91268db1a84d5f)	(80.23, 27.27, 63.64, 63.64, 72.73, 54.55, 61.54, 66.67, 66.67, 3, 0.162, e1b37ece642fb6a10d3e1f1c1f41f9aff392ec76b75be1f1e17d86ca8c8bce18)	(90.7, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 7, 5.502, 079c2b7ceb786979b0418974c331228d4e4afb21594a9c56a82f8ef0a23a46a2)	(90.7, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 7, 5.5, 079c2b7ceb786979b0418974c331228d4e4afb21594a9c56a82f8ef0a23a46a2)	(80.23, 27.27, 63.64, 63.64, 72.73, 54.55, 61.54, 66.67, 66.67, 3, 0.164, e1b37ece642fb6a10d3e1f1c1f41f9aff392ec76b75be1f1e17d86ca8c8bce18)	(99.3, 49.09, 74.55, 74.55, 58.18, 90.91, 86.43, 68.57, 69.47, 21.4, 52480.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.01, 0.07, 0.15, 0.03, 10120.0)	(391.855, ("a2ee233ca05b31cb5f7d8c6846bebedfa959aeb4675ff2dab13045fa5ad8531c", "87fa9195d4f349c044708a2b54306585576dabd8b7fbe63c5ee1fdf090d0cc49", "db865192a0b3c24e35b7f29a55dafb3a8567d154c28d3dc08308a9d5583772fa", "deba243593891f7bcb12ea7fa140f76876b0d24c49a9ff5fa431e79e5e7e48b2", "4745b9a808e6c2abd638878b7aeaf9d0ded7c155668a432ecdba19eabcfc2f3b"))	
4	8000,stump_with_memoization,(2,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(97.67, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 13, 29.907, a67c5656f505460de1747c59579025d3714f09097482cdc2d7c409216c5f3463)	(87.21, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 5.476, 1bf713b4fe8b9d006e6ad2601539e8660c93018d1a6299fcb9a3bebd401be5e7)	(87.21, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 5.483, 1bf713b4fe8b9d006e6ad2601539e8660c93018d1a6299fcb9a3bebd401be5e7)	(97.67, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 11, 11.385, 7762fd1afff0cb562766a6a48d6cfc6ee0fcd98d844dc41be5d503dc9273e3f0)	(87.21, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 5.469, 1bf713b4fe8b9d006e6ad2601539e8660c93018d1a6299fcb9a3bebd401be5e7)	(87.21, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 5.454, 1bf713b4fe8b9d006e6ad2601539e8660c93018d1a6299fcb9a3bebd401be5e7)	(99.53, 70.91, 85.45, 85.45, 80.0, 90.91, 89.78, 82.05, 84.57, 16.79, 57280.0)	(0.0, 0.17, 0.04, 0.04, 0.17, 0.0, 0.0, 0.08, 0.07, 0.05, 55720.0)	(372.155, ("6fe5941837bc6fa7f769341986a732108c0f423b797515d5151461706b23e3f3", "99cdb6dcba2cb9fdc599a23b9ae22c8d3139f22fa07abf927456c925cc0e2db8", "2dab03a944238fc4809985dd3e3a27aaa49f2fb71be28aa4f0ff9989780140a3", "e09d373513a723a98067e01ac0cb0cd69a063bff22ce49cad7cd2371e89651a0", "95582d965dcf2cd6b86b094aa655ca15b2ccd8dc89e942b984fcf8187f6bf042"))	
5	8000,stump_with_memoization,(2,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(95.35, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 11, 31.952, de6dc0e77d859d29340a664fb717910cc33c5a5d1e3f7d201719501505712049)	(87.21, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 5, 5.132, e8ffad4e1dcd3502ecb1cd6b07ec2f203d7ff7e6180a52b14681ebc9767e4f8a)	(87.21, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 5, 5.139, e8ffad4e1dcd3502ecb1cd6b07ec2f203d7ff7e6180a52b14681ebc9767e4f8a)	(94.19, 63.64, 81.82, 81.82, 63.64, 100.0, 100.0, 73.33, 77.78, 9, 9.994, 35e8573570d31ad6a5de9e980f8b4031be42c45e046f7c699069f223fb0e1c95)	(87.21, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 5, 5.127, e8ffad4e1dcd3502ecb1cd6b07ec2f203d7ff7e6180a52b14681ebc9767e4f8a)	(87.21, 72.73, 86.36, 86.36, 81.82, 90.91, 90.0, 83.33, 85.71, 5, 5.118, e8ffad4e1dcd3502ecb1cd6b07ec2f203d7ff7e6180a52b14681ebc9767e4f8a)	(99.77, 85.45, 92.73, 92.73, 94.55, 90.91, 91.18, 94.85, 92.72, 19.77, 56920.0)	(0.0, 0.66, 0.17, 0.17, 0.66, 0.0, 0.01, 0.57, 0.2, 0.05, 18920.0)	(389.266, ("0041b405d4273fc2b5f0aed36156f30cbd751f7e12d25bbaf57c377526dcff28", "0fa50c270be22311b32a11165b7e913a09ac0db99f7a46a30871308823098ae0", "41784315e1a5485b116b4f8784a4ba0b4d5b839347d208b1648293e4f49c834f", "fe3318639ee87b6b66c005eced68b9332f43f4c13ff8f266a56d5e5fb1209e3d", "aa448ed0e4daa7dd674be2a22350a03d0a15cf0bd7fb7212ad3d6e9b13f7b0d6"))	
6	8000,stump_with_memoization,(2,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(95.35, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 9, 15.867, 99fed99d06fd84ad6a66ca02092d95dfc32917effd2b5c22efb1ab7a4df4ee90)	(95.35, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 9, 7.757, 99fed99d06fd84ad6a66ca02092d95dfc32917effd2b5c22efb1ab7a4df4ee90)	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 6.523, 7d042a653923e9fc9b959d94ca4fee2e41e3eacd59870020e04f5dd4de1cd89b)	(95.35, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 9, 7.733, 99fed99d06fd84ad6a66ca02092d95dfc32917effd2b5c22efb1ab7a4df4ee90)	(95.35, 63.64, 81.82, 81.82, 90.91, 72.73, 76.92, 88.89, 83.33, 9, 7.744, 99fed99d06fd84ad6a66ca02092d95dfc32917effd2b5c22efb1ab7a4df4ee90)	(90.7, 54.55, 77.27, 77.27, 90.91, 63.64, 71.43, 87.5, 80.0, 7, 6.538, 7d042a653923e9fc9b959d94ca4fee2e41e3eacd59870020e04f5dd4de1cd89b)	(99.53, 78.18, 89.09, 89.09, 78.18, 100.0, 100.0, 82.2, 87.68, 23.02, 56880.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.0, 0.11, 0.1, 0.02, 11920.0)	(314.578, ("fddf7b219d362d320f554ba25678460d79437641a4d1f8b73274869ca322a4e0", "4161a4b51b1b65763ece311fa50e2f015522303c7e7db892c2908a42131a609b", "200524c1e22a1fa978822b9afcce277f4c8e830a9ecc30af56099cc8e700e335", "f1ae3f7b66a61eba24000e2dcd6df3733062bcbcdce249224697058d2de24612", "29c05cfb3d264d646349a194379d56df1fc727c959908e3445a5dd7eb648c748"))	
7	8000,stump_with_memoization,(2,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(96.51, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 13, 11.041, fe9b2826f62a996de6c6f8c18fae465ac95d33242f8abfc6d14e5b25d20ec6b1)	(96.51, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 11, 8.2, 78ce0cdc8d56c7f4c49325f25fda898f3117f298c40397c408173296291d1c65)	(96.51, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 11, 8.122, 78ce0cdc8d56c7f4c49325f25fda898f3117f298c40397c408173296291d1c65)	(96.51, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 11, 8.133, 78ce0cdc8d56c7f4c49325f25fda898f3117f298c40397c408173296291d1c65)	(96.51, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 11, 8.238, 78ce0cdc8d56c7f4c49325f25fda898f3117f298c40397c408173296291d1c65)	(96.51, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 11, 8.116, 78ce0cdc8d56c7f4c49325f25fda898f3117f298c40397c408173296291d1c65)	(99.77, 72.73, 86.36, 86.36, 81.82, 90.91, 89.92, 83.8, 85.51, 25.35, 57800.0)	(0.0, 0.83, 0.21, 0.21, 0.83, 0.0, 0.01, 0.49, 0.3, 0.07, 25000.0)	(396.642, ("ce343a845034ba18be57862d9e8852703b3746833e1d5d75bd23710e63b271b2", "3df188c091143199b32a5150d6b965c07f8f2c24a3dfb7d4448490e90fd6568d", "e34584d778e3350f68f622b81d2dc38cde2bc57256f4fa730ea107d897c937e0", "01d3a4b2c3d104c7ff205fabc81ea9769fd89f3b30ef135a612fe284f1edc3d9", "07da5f630be781ebb2df49e2b2b591a9c41108544222e1d19c3500399e9a5538"))	
8	8000,stump_with_memoization,(2,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(94.19, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 7, 15.839, 377a6f928263ee83d8ad6c826dbf6f4d01683971d567a7f598ce89a3e4ff88ad)	(94.19, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 7, 8.265, 377a6f928263ee83d8ad6c826dbf6f4d01683971d567a7f598ce89a3e4ff88ad)	(88.37, 54.55, 77.27, 77.27, 54.55, 100.0, 100.0, 68.75, 70.59, 5, 5.366, 0e9ca844b6266166b96d18085dfd5bf83a040f1b391a2d4a6d661658ee04f05d)	(94.19, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 7, 8.306, 377a6f928263ee83d8ad6c826dbf6f4d01683971d567a7f598ce89a3e4ff88ad)	(94.19, 81.82, 90.91, 90.91, 81.82, 100.0, 100.0, 84.62, 90.0, 7, 8.261, 377a6f928263ee83d8ad6c826dbf6f4d01683971d567a7f598ce89a3e4ff88ad)	(88.37, 54.55, 77.27, 77.27, 54.55, 100.0, 100.0, 68.75, 70.59, 5, 5.394, 0e9ca844b6266166b96d18085dfd5bf83a040f1b391a2d4a6d661658ee04f05d)	(99.77, 72.73, 86.36, 86.36, 81.82, 90.91, 89.96, 83.57, 85.61, 16.51, 55800.0)	(0.0, 0.41, 0.1, 0.1, 0.41, 0.0, 0.01, 0.25, 0.15, 0.1, 27000.0)	(372.72, ("2903b71f9f64cb3953a76e5e819e63d6625b2790a7670a98e11550b8dd8f348f", "ec89e8739d7f88dd0857f383006daa576070e42e42bee9a6fa68484a651b0883", "890c9c1b0f47cbd7b9ef706907a2513f6118cf8152d38fb43c32af852863d051", "42fb3bfa68661a28005283ca375ee78cb12903b119e412956d91dbd5f7c2a435", "54b5fd91f7cc37de8ed7318327e48d2ede0f44ea852efefc8cd1626e6a7434ba"))	
9	8000,stump_with_memoization,(2,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(98.84, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 13, 21.403, 7eea8ece787ded236d548d6dc90709aed5a269a5677c0a6792dc756166088086)	(94.19, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 9, 13.825, ef6ca7fdde5b9189d00917046a7c6985e9025ca6a24f25d415a2999b0c577f73)	(83.72, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 5, 7.128, 50bb3d2623399317e87f7eb723c9a3005c8df259f979d2faaecdb3a37f785634)	(96.51, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 11, 14.247, 9378cffe279b0b317bba35d51515f75105e705f33067d3f9f1d07e5ef4a2b8e1)	(94.19, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 9, 13.917, ef6ca7fdde5b9189d00917046a7c6985e9025ca6a24f25d415a2999b0c577f73)	(83.72, 45.45, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 72.73, 5, 7.161, 50bb3d2623399317e87f7eb723c9a3005c8df259f979d2faaecdb3a37f785634)	(99.53, 47.27, 73.64, 73.64, 70.91, 76.36, 74.92, 72.88, 72.68, 26.51, 58880.0)	(0.0, 1.4, 0.35, 0.35, 0.99, 0.25, 0.26, 0.55, 0.49, 0.08, 31720.0)	(315.854, ("21669cc2fd3f6ef22c421cc21551b6a620029d682be03deebe7035d1c7865f18", "ad95a83391bbb3d91e1dce802a7e15dbee9e2dc31ba93800cd4785400729048e", "af31551dbc6db9cd7a4fbb6a9b218811309e04a76e829cedcc5971f426e18756", "69349ec4b29d71ec0e55bee7eddc5aa016add5affb2ff39acd3c1a8b4c104fa2", "48f363aafcc10a759bd9b408058f4f91861724d86efd78adc4b89464136b7b03"))	
10	8000,stump_with_memoization,(2,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(98.84, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 13, 14.053, 54e39ec5385fcd4654c32ae11a1d651f97c3ea0c8f8ede12dda7968f59a000be)	(98.84, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 13, 10.347, 54e39ec5385fcd4654c32ae11a1d651f97c3ea0c8f8ede12dda7968f59a000be)	(82.56, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 5, 5.408, 9da748c8dd559f4382aa357c04b22d6856b8a74b8ff5b20a774f36cabb9be997)	(96.51, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 13, 10.306, f31ef58771f3c93f103d317de7a713be596665359a5c12dd4eacc2870fed9bd8)	(96.51, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 13, 10.464, f31ef58771f3c93f103d317de7a713be596665359a5c12dd4eacc2870fed9bd8)	(82.56, 45.45, 72.73, 72.73, 81.82, 63.64, 69.23, 77.78, 75.0, 5, 5.781, 9da748c8dd559f4382aa357c04b22d6856b8a74b8ff5b20a774f36cabb9be997)	(98.37, 70.91, 85.45, 85.45, 74.55, 96.36, 96.36, 79.22, 83.73, 24.88, 58400.0)	(0.02, 0.17, 0.04, 0.04, 0.17, 0.66, 0.66, 0.02, 0.01, 0.18, 44200.0)	(322.352, ("4b7e6b2b36b19bec13730a8402bcecc19af88eb9a3237afc184e16c2193d9eeb", "2c96672b2e4228f5a1e7da7e2dcce3c4457f381c0412e01e0ba51d29ffec3c6c", "db05bb68a2e374638166ba013b67763a453c8b8ae9e042ea1bbb7a6745dfece6", "c482a305ef93a617e07c220dab88ee8a61b4a34999bbb3dfdb01b0b2a710933c", "a0b7b414ddf0328dedbd4b6ed7c6b4e5b8efcd5d994a62386dcc0bf2afdae9c4"))	
1	8000,stump_with_memoization,(3,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(93.02, 63.64, 81.82, 81.82, 72.73, 90.91, 88.89, 76.92, 80.0, 13, 64.895, cc4e9ed12706c221fcdde7c9805aa8a6f77cd1bea49aec22414c1defc9bc3db1)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 11, 5.682, 777ba8f1808598432c902dcdfec2aea0df6c158d975b97f292c5a5620de3b933)	(79.07, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 0.292, e36f6f241be8045d8f9807d11ab6fb16714bab2352521cf43d3365000f34f99e)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 11, 5.697, 777ba8f1808598432c902dcdfec2aea0df6c158d975b97f292c5a5620de3b933)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 11, 5.719, 777ba8f1808598432c902dcdfec2aea0df6c158d975b97f292c5a5620de3b933)	(79.07, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 5, 0.292, e36f6f241be8045d8f9807d11ab6fb16714bab2352521cf43d3365000f34f99e)	(100.0, 80.0, 90.0, 90.0, 83.64, 96.36, 96.18, 85.62, 89.32, 18.37, 62320.0)	(0.0, 0.17, 0.04, 0.04, 0.17, 0.25, 0.27, 0.09, 0.04, 0.08, 5520.0)	(522.497, ("4b065f8d5379709166732980c283d52a8e47f7269880e7b9b5f32b0eb783de41", "86dddb78c628af68921139f63b6167891bae4869bdb9cf50b23d9f86494082d3", "41a0e13cf580c1b356083e99b7647cfdf8d22ea9d272eb216b4e2e82c11dcb27", "bfb0b65f260898e73564cbd9addc57a647d9353504eb1c87500dcad1cb4065f4", "5376cfd593c03a596dd867e39dc0f25941cc7f81ffab3a35da6e4c3e914ccb4e"))	
2	8000,stump_with_memoization,(3,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 9.511, 817c5f29844608ba33cc6e55a1d2fd9bf786df10bb808c8230aa50e392d7615c)	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.265, 817c5f29844608ba33cc6e55a1d2fd9bf786df10bb808c8230aa50e392d7615c)	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.244, 817c5f29844608ba33cc6e55a1d2fd9bf786df10bb808c8230aa50e392d7615c)	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.25, 817c5f29844608ba33cc6e55a1d2fd9bf786df10bb808c8230aa50e392d7615c)	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.248, 817c5f29844608ba33cc6e55a1d2fd9bf786df10bb808c8230aa50e392d7615c)	(88.37, 54.55, 77.27, 77.27, 81.82, 72.73, 75.0, 80.0, 78.26, 5, 0.243, 817c5f29844608ba33cc6e55a1d2fd9bf786df10bb808c8230aa50e392d7615c)	(98.84, 65.45, 82.73, 82.73, 83.64, 81.82, 82.12, 83.45, 82.85, 17.49, 57480.0)	(0.01, 0.17, 0.04, 0.04, 0.17, 0.0, 0.0, 0.13, 0.05, 0.06, 10920.0)	(397.035, ("b4e852150bfc825ea42d7eb96c6d6a9ab3729182d5dd3b94cacc79ea96d66175", "fa2dce8450c92f74fdbe730c41f768e70b334d6ea5f90c1c02d55857d7fe27cb", "967b8ad3430662615f3f35e9a6b2d8120dd835712e2bcbd4c6b05b5a03b4dcc7", "a6de0bece0cd7461f2472e1a5b17d54868cccb0c67bbfb0578c28b971f1c0264", "627da7e58bd773537b3cd347f0a910c10717e2acd874c35a7d621c13bc7a1b5f"))	
3	8000,stump_with_memoization,(3,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(96.51, 36.36, 68.18, 68.18, 63.64, 72.73, 70.0, 66.67, 66.67, 13, 20.534, ab032c889dce16e9a24b8b2645ac12b387f821e8517e0e28148dc9f48f8fbf53)	(96.51, 36.36, 68.18, 68.18, 63.64, 72.73, 70.0, 66.67, 66.67, 13, 3.46, ab032c889dce16e9a24b8b2645ac12b387f821e8517e0e28148dc9f48f8fbf53)	(84.88, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 5, 2.47, 8652c61e554f35e80e6ac73a2d6c4c1b7033aec50e8a8be2a4c8086a5842b433)	(96.51, 36.36, 68.18, 68.18, 63.64, 72.73, 70.0, 66.67, 66.67, 11, 3.291, 447a3e802404209cc92024831ae55a0548aaf70bac09a0222f998b4e4d85d51d)	(96.51, 36.36, 68.18, 68.18, 63.64, 72.73, 70.0, 66.67, 66.67, 11, 3.273, 447a3e802404209cc92024831ae55a0548aaf70bac09a0222f998b4e4d85d51d)	(84.88, 45.45, 72.73, 72.73, 63.64, 81.82, 77.78, 69.23, 70.0, 5, 2.43, 8652c61e554f35e80e6ac73a2d6c4c1b7033aec50e8a8be2a4c8086a5842b433)	(100.0, 58.18, 79.09, 79.09, 67.27, 90.91, 88.06, 73.63, 76.21, 20.93, 60400.0)	(0.0, 0.25, 0.06, 0.06, 0.25, 0.0, 0.01, 0.09, 0.12, 0.07, 14400.0)	(406.863, ("14b9f1a5dc5208dab14fb9fdadc8c3ba358828a704356dea70a256480aa7307f", "f4e109554891b607019dd3918a85c57fc9420f79183bac007da7bb2267c81ee7", "47650cc508c1521ba02332d3ab3c174659e61d8ced8b6559bdfee6da2ff01a67", "a0b182c50286837148ce5bac51c05b40ff23a58cb22b1770d36c5789be2720c0", "5a4a25cc7ae3031c514f690383ea3a5a5e2eb656761f871caca06da5fe94a732"))	
4	8000,stump_with_memoization,(3,true,"b",["Normalize"]),50,(50,100,75),false,TestOp_80	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 0.642, e01bb0b2cdacc33693feb262c7ee35ab67ad84c9613d55a95f69f8a57cb13b5a)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 0.314, e01bb0b2cdacc33693feb262c7ee35ab67ad84c9613d55a95f69f8a57cb13b5a)	(87.21, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 7, 0.288, 40796e5c8b96d92b8a1dc313a4b5166bf0a431243f8ab9aba9b13d980823a8bf)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 0.316, e01bb0b2cdacc33693feb262c7ee35ab67ad84c9613d55a95f69f8a57cb13b5a)	(93.02, 54.55, 77.27, 77.27, 63.64, 90.91, 87.5, 71.43, 73.68, 9, 0.313, e01bb0b2cdacc33693feb262c7ee35ab67ad84c9613d55a95f69f8a57cb13b5a)	(87.21, 54.55, 77.27, 77.27, 72.73, 81.82, 80.0, 75.0, 76.19, 7, 0.296, 40796e5c8b96d92b8a1dc313a4b5166bf0a431243f8ab9aba9b13d980823a8bf)	(99.77, 65.45, 82.73, 82.73, 67.27, 98.18, 97.5, 75.05, 79.53, 18.14, 60640.0)	(0.0, 0.58, 0.14, 0.14, 0.25, 0.17, 0.31, 0.11, 0.21, 0.09, 11680.0)	(340.451, ("4f671185165bdb6ce4c0fd34839a215bfb4d92aa53f1c4098106ae9110180701", "6fc6c0fe245cec62cc90e2777ba392b0c91ee2826b6552896f40437d5cd46ba1", "e8c0bf4ffc2b174f96561e701d695460622d7c13ae2d3b6b6c1cc83f2ded776d", "163f4b9a3e1edd4925db78844a3b2437bf137872655792fb68d4f66735402015", "704eddcce0e23ed3929cc02cd531cf92f4ad1fe3624b8977248395a92312729c"))	
